Hips_quat,Hips_accel,Spine_quat,Spine_accel,Spine1_quat,Spine1_accel,Spine2_quat,Spine2_accel,Spine3_quat,Spine3_accel,Neck_quat,Neck_accel,Head_quat,Head_accel,RightShoulder_quat,RightShoulder_accel,RightArm_quat,RightArm_accel,RightForeArm_quat,RightForeArm_accel,RightHand_quat,RightHand_accel,LeftShoulder_quat,LeftShoulder_accel,LeftArm_quat,LeftArm_accel,LeftForeArm_quat,LeftForeArm_accel,LeftHand_quat,LeftHand_accel,RightUpLeg_quat,RightUpLeg_accel,RightLeg_quat,RightLeg_accel,RightFoot_quat,RightFoot_accel,LeftUpLeg_quat,LeftUpLeg_accel,LeftLeg_quat,LeftLeg_accel,LeftFoot_quat,LeftFoot_accel
0.679979 0.086559 0.098187 0.721454,0.099756 9.907437 -0.035396,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.462486 -0.446099 -0.554154 0.529164,9.139669 0.156008 2.865107,NaN NaN NaN NaN,NaN NaN NaN,-0.0382 0.108842 0.650109 0.751034,-1.396993 0.781826 9.684497,NaN NaN NaN NaN,NaN NaN NaN,-0.547199 0.390175 -0.682135 0.288146,9.221505 -6.684381 3.026843,-0.038327 0.283231 0.67589 0.679327,-13.865504 2.302301 8.587226,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.149182 -0.135403 -0.844312 -0.496536,-7.118811 2.955545 7.629788,0.153935 -0.138715 -0.73335 -0.647503,-13.100079 3.815938 7.845052,NaN NaN NaN NaN,NaN NaN NaN,-0.169358 0.723404 0.173936 0.646336,-9.591148 0.443343 -0.929799,0.668943 -0.390064 -0.565732 -0.283393,-9.462712 0.608651 -1.956995,0.019878 0.526464 0.540273 0.656159,-6.577017 5.84785 4.327662,-0.008678 -0.731564 -0.062834 0.678815,9.729248 1.365463 -0.572667,-0.54408 -0.534227 -0.46729 0.447458,9.78695 0.137661 -1.786036,0.478008 0.281095 -0.82404 -0.115987,-7.01992 -5.550186 3.800226
0.681153 0.086207 0.09755 0.720474,0.043963 9.909838 0.008791,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.466294 -0.437409 -0.560507 0.52638,9.378963 -0.299198 2.545739,NaN NaN NaN NaN,NaN NaN NaN,-0.039212 0.109188 0.649788 0.751209,-1.286167 0.742944 9.701752,NaN NaN NaN NaN,NaN NaN NaN,-0.536655 0.410989 -0.669765 0.307416,7.619395 -7.036369 2.944527,-0.020246 0.254709 0.689642 0.677575,-13.292677 1.647259 8.466015,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.121167 -0.117528 -0.847619 -0.503039,-6.167943 3.545971 8.064541,0.130171 -0.112933 -0.737534 -0.652952,-12.161945 3.807695 7.403801,NaN NaN NaN NaN,NaN NaN NaN,-0.16945 0.723243 0.17452 0.646335,-9.589631 0.456723 -0.80759,0.668942 -0.390059 -0.565668 -0.283533,-9.540672 0.674621 -2.017313,0.019823 0.526416 0.540282 0.656193,-6.581067 5.823147 4.350366,-0.00862 -0.731692 -0.062845 0.678677,9.819237 1.510761 -0.670397,-0.544329 -0.533924 -0.467733 0.447053,9.804981 0.082246 -1.687088,0.478135 0.281107 -0.823971 -0.11592,-7.056013 -5.567652 3.811823
0.682298 0.085792 0.096706 0.719554,0.097235 9.937799 -0.029275,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.469281 -0.428878 -0.566637 0.524177,9.458772 -0.646994 2.526405,NaN NaN NaN NaN,NaN NaN NaN,-0.039798 0.109506 0.649434 0.751439,-1.041385 0.779432 9.821346,NaN NaN NaN NaN,NaN NaN NaN,-0.526519 0.433753 -0.65546 0.324049,7.777329 -8.310386 2.279901,-0.000369 0.227112 0.701218 0.675806,-12.838147 0.84398 8.408173,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.096351 -0.097541 -0.850915 -0.507095,-5.369809 3.548409 8.734402,0.107253 -0.0863 -0.74154 -0.656633,-11.151087 4.020992 6.69559,NaN NaN NaN NaN,NaN NaN NaN,-0.169443 0.723286 0.174694 0.646242,-9.682258 0.558718 -0.796512,0.669008 -0.389814 -0.565793 -0.283463,-9.570279 0.569186 -1.926795,0.019757 0.526393 0.540337 0.656168,-6.577051 5.840094 4.360691,-0.009143 -0.731767 -0.063184 0.678559,9.791203 1.440783 -0.605247,-0.544591 -0.53365 -0.468144 0.446631,9.773305 0.065222 -1.50069,0.478329 0.281109 -0.823858 -0.115917,-7.053033 -5.610343 3.797073
0.68345 0.085375 0.095936 0.718612,0.134967 10.037055 -0.083521,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.471285 -0.421579 -0.571677 0.522826,9.334538 -0.753767 3.13789,NaN NaN NaN NaN,NaN NaN NaN,-0.040275 0.109729 0.649064 0.7517,-0.946456 0.983128 9.905106,NaN NaN NaN NaN,NaN NaN NaN,-0.513383 0.453331 -0.643403 0.341995,7.406035 -9.051278 2.030944,0.020737 0.199848 0.710938 0.673942,-12.540402 1.202015 8.902999,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.076097 -0.074244 -0.854473 -0.508501,-4.707769 2.826151 8.212402,0.084881 -0.059496 -0.745176 -0.658763,-9.972623 3.785341 7.183248,NaN NaN NaN NaN,NaN NaN NaN,-0.169275 0.723444 0.174482 0.646166,-9.81966 0.614619 -0.87206,0.669024 -0.389715 -0.565834 -0.28348,-9.608729 0.55308 -1.806829,0.019687 0.526364 0.540381 0.656157,-6.56773 5.862777 4.3584,-0.009883 -0.73189 -0.063656 0.678371,9.731025 1.109703 -0.732632,-0.544555 -0.533719 -0.468157 0.446579,9.766534 0.183276 -1.415776,0.478477 0.281099 -0.823782 -0.115867,-7.087451 -5.62396 3.754564
0.684168 0.084946 0.095392 0.718052,0.231648 10.00808 -0.193137,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.472368 -0.416992 -0.574739 0.52217,9.334835 -0.655916 3.386169,NaN NaN NaN NaN,NaN NaN NaN,-0.040779 0.109724 0.648797 0.751904,-0.919542 0.98792 9.833773,NaN NaN NaN NaN,NaN NaN NaN,-0.496877 0.468329 -0.634601 0.362026,6.833756 -8.24571 2.784,0.041542 0.171444 0.719338 0.671888,-12.306777 1.024933 8.413531,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.052627 -0.052708 -0.857992 -0.508234,-4.102637 2.44462 7.11332,0.062428 -0.033607 -0.748248 -0.65962,-9.42692 3.499663 6.821033,NaN NaN NaN NaN,NaN NaN NaN,-0.169126 0.723453 0.174315 0.64624,-9.755461 0.717425 -0.780989,0.669114 -0.389601 -0.565851 -0.283389,-9.549741 0.517134 -1.729961,0.019626 0.526335 0.540383 0.656181,-6.562037 5.855395 4.324034,-0.010402 -0.732051 -0.063852 0.678172,9.627457 0.882931 -0.673814,-0.544643 -0.533802 -0.468163 0.446366,9.705908 0.242203 -1.440109,0.478607 0.281017 -0.823735 -0.115868,-7.102612 -5.621434 3.719302
0.684629 0.084659 0.095106 0.717685,0.25187 9.979039 -0.183143,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.472026 -0.413999 -0.576567 0.522845,9.355883 -0.259233 3.107165,NaN NaN NaN NaN,NaN NaN NaN,-0.041207 0.109568 0.648603 0.752071,-0.803554 0.945095 9.919472,NaN NaN NaN NaN,NaN NaN NaN,-0.480638 0.48469 -0.624609 0.379377,6.450665 -7.20658 3.700159,0.063918 0.143899 0.726137 0.669278,-11.599163 0.037033 7.801353,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.025947 -0.033794 -0.861323 -0.506267,-3.274863 3.477257 7.66296,0.038394 -0.009389 -0.750963 -0.659161,-8.807223 3.454609 6.694161,NaN NaN NaN NaN,NaN NaN NaN,-0.169055 0.723422 0.174185 0.646328,-9.633959 0.861844 -0.880338,0.669203 -0.389761 -0.565635 -0.283391,-9.574005 0.528104 -1.750004,0.019542 0.526332 0.540373 0.656193,-6.545 5.859193 4.351202,-0.010617 -0.732314 -0.06372 0.677897,9.674753 0.86027 -0.668157,-0.544863 -0.533846 -0.468211 0.445994,9.763237 0.098903 -1.465673,0.478668 0.280906 -0.82374 -0.115847,-7.073731 -5.621224 3.731917
0.685002 0.084296 0.094831 0.717407,0.293111 9.941352 -0.016532,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.471938 -0.41093 -0.578434 0.523282,9.508504 0.137566 2.658982,NaN NaN NaN NaN,NaN NaN NaN,-0.041786 0.109469 0.648482 0.752158,-0.609401 0.80667 9.769462,NaN NaN NaN NaN,NaN NaN NaN,-0.465607 0.504209 -0.612553 0.392125,5.266101 -7.986142 3.831672,0.085475 0.115561 0.73205 0.665914,-10.227976 -0.486278 7.730565,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,0.001109 -0.013529 -0.864588 -0.502297,-2.069087 3.570214 8.179324,0.013813 0.013381 -0.753408 -0.657272,-7.834752 4.29599 5.998584,NaN NaN NaN NaN,NaN NaN NaN,-0.16947 0.72334 0.174269 0.646289,-9.744622 0.985513 -0.920059,0.669343 -0.389882 -0.565418 -0.283328,-9.644857 0.619739 -1.782072,0.019451 0.526335 0.540289 0.656263,-6.55901 5.864451 4.366145,-0.010692 -0.732534 -0.06326 0.6777,9.856633 1.080847 -0.573145,-0.544936 -0.534039 -0.468112 0.445778,9.792543 0.026183 -1.514672,0.47875 0.280814 -0.823734 -0.115779,-7.046622 -5.563412 3.814836
0.685433 0.083964 0.09451 0.717077,0.309335 9.953741 -0.001254,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.473375 -0.40502 -0.582116 0.52251,9.575007 0.148583 2.676384,NaN NaN NaN NaN,NaN NaN NaN,-0.042256 0.109735 0.64835 0.752207,-0.651938 0.698072 9.85653,NaN NaN NaN NaN,NaN NaN NaN,-0.450226 0.52349 -0.600194 0.40376,4.210591 -9.555722 3.353225,0.106455 0.087832 0.736235 0.662503,-9.139926 -0.428808 7.800803,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.020466 0.008028 -0.868158 -0.4958,-1.447234 2.930073 7.827797,-0.010134 0.035812 -0.755837 -0.653702,-6.583187 4.936518 5.729626,NaN NaN NaN NaN,NaN NaN NaN,-0.170083 0.723206 0.174428 0.646235,-9.719071 0.986503 -0.914507,0.669578 -0.389947 -0.565205 -0.283107,-9.583044 0.627837 -1.805932,0.019329 0.526311 0.540198 0.656361,-6.572619 5.85684 4.359011,-0.011087 -0.732737 -0.062984 0.6775,9.860158 1.165949 -0.724597,-0.545059 -0.534273 -0.46801 0.445454,9.804954 0.043584 -1.549118,0.478849 0.280734 -0.823715 -0.115702,-7.063709 -5.565467 3.800743
0.685801 0.083875 0.094383 0.716753,0.268876 9.938119 0.073553,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.476384 -0.397337 -0.586662 0.520585,9.376237 -0.414823 3.368521,NaN NaN NaN NaN,NaN NaN NaN,-0.042645 0.110283 0.64825 0.752191,-0.738798 0.837685 9.829911,NaN NaN NaN NaN,NaN NaN NaN,-0.432146 0.539948 -0.590121 0.416489,4.687381 -9.156069 2.353084,0.125227 0.058672 0.738862 0.659514,-8.641505 0.027216 7.977969,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.041874 0.028328 -0.871885 -0.487094,-1.239641 2.18198 7.360375,-0.032224 0.058037 -0.758298 -0.64852,-5.96903 4.838367 5.661501,NaN NaN NaN NaN,NaN NaN NaN,-0.170659 0.723172 0.174426 0.646122,-9.692376 0.872305 -0.92166,0.669846 -0.389956 -0.56503 -0.282812,-9.589167 0.6296 -1.800791,0.019125 0.526288 0.540217 0.656369,-6.567501 5.841636 4.356927,-0.011443 -0.732828 -0.062721 0.67742,9.846955 1.069245 -0.701728,-0.54525 -0.534419 -0.467995 0.445062,9.772715 0.116379 -1.479995,0.47901 0.280662 -0.823655 -0.115632,-7.08605 -5.5869 3.779932
0.685943 0.083945 0.09451 0.716591,0.25747 9.832345 0.12593,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.478353 -0.392686 -0.589199 0.519442,8.917183 -1.028717 3.767916,NaN NaN NaN NaN,NaN NaN NaN,-0.042907 0.11072 0.64818 0.752172,-1.132339 0.932911 9.946608,NaN NaN NaN NaN,NaN NaN NaN,-0.408135 0.553551 -0.584957 0.429921,4.759233 -8.145795 3.048839,0.142133 0.028023 0.739865 0.656973,-8.849308 0.043036 8.591405,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.06513 0.046111 -0.875765 -0.476096,-0.75067 2.871319 7.200869,-0.055167 0.078116 -0.760748 -0.641963,-5.812677 3.918073 6.101769,NaN NaN NaN NaN,NaN NaN NaN,-0.171367 0.723242 0.17449 0.645839,-9.773741 0.752184 -0.798827,0.670215 -0.389901 -0.564851 -0.28237,-9.547321 0.568526 -1.824639,0.019005 0.526257 0.540104 0.656491,-6.56446 5.844248 4.345111,-0.012013 -0.732946 -0.062762 0.677279,9.739839 0.856958 -0.779693,-0.545385 -0.534681 -0.467872 0.44471,9.738176 0.135689 -1.49096,0.479133 0.280575 -0.823626 -0.115537,-7.0944 -5.611876 3.759262
0.686118 0.084188 0.094768 0.716362,0.328393 9.73705 0.086788,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.478218 -0.392376 -0.589019 0.520005,9.11794 -1.290953 3.371485,NaN NaN NaN NaN,NaN NaN NaN,-0.042787 0.11058 0.648276 0.752117,-1.235671 0.990119 9.965347,NaN NaN NaN NaN,NaN NaN NaN,-0.381588 0.566527 -0.58142 0.442028,4.067201 -6.914606 3.456341,0.157179 -0.004459 0.739097 0.654989,-8.635123 -0.453769 7.603752,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.088401 0.062903 -0.879875 -0.462653,0.384441 3.238529 6.90025,-0.08051 0.09506 -0.763165 -0.634082,-5.263262 3.657999 5.913738,NaN NaN NaN NaN,NaN NaN NaN,-0.172417 0.723096 0.17485 0.645625,-9.627443 0.597158 -0.903988,0.670545 -0.389983 -0.564585 -0.282005,-9.50263 0.571368 -1.843448,0.018822 0.526197 0.5401 0.656547,-6.58467 5.788528 4.383639,-0.012395 -0.733082 -0.062723 0.677128,9.718132 0.479532 -0.822569,-0.545532 -0.535104 -0.467553 0.444357,9.756284 0.141407 -1.50767,0.479286 0.280409 -0.823596 -0.115523,-7.089521 -5.585533 3.743966
0.686341 0.084755 0.09527 0.716014,0.516894 9.740441 -0.267619,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.476413 -0.394427 -0.587366 0.521977,9.400392 -1.073541 2.901585,NaN NaN NaN NaN,NaN NaN NaN,-0.042362 0.109945 0.648512 0.75203,-1.1061 1.083344 9.923274,NaN NaN NaN NaN,NaN NaN NaN,-0.35382 0.579925 -0.57816 0.451918,2.958462 -5.863884 3.491791,0.172215 -0.036711 0.736699 0.652893,-7.535354 -1.451665 5.653151,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.110777 0.079135 -0.884176 -0.446877,1.281251 3.902062 6.749609,-0.106379 0.110205 -0.765326 -0.625152,-4.52008 3.959339 4.971133,NaN NaN NaN NaN,NaN NaN NaN,-0.173578 0.722836 0.175232 0.645502,-9.552744 0.574343 -0.863764,0.671028 -0.38993 -0.564384 -0.281329,-9.448838 0.538458 -1.90325,0.018725 0.52611 0.540064 0.65665,-6.562025 5.784276 4.377216,-0.012366 -0.733226 -0.062369 0.677006,9.708199 0.239494 -0.763399,-0.545424 -0.53575 -0.46702 0.444272,9.701918 0.094876 -1.693684,0.479339 0.280289 -0.823621 -0.115413,-7.100447 -5.560779 3.749073
0.685732 0.085691 0.096239 0.716356,0.441163 10.044555 -0.263336,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.473833 -0.398203 -0.584238 0.52496,9.512771 -0.14109 2.232255,NaN NaN NaN NaN,NaN NaN NaN,-0.042233 0.108942 0.648848 0.751894,-0.615699 1.181726 9.839906,NaN NaN NaN NaN,NaN NaN NaN,-0.327276 0.595722 -0.573028 0.457869,1.239585 -5.516732 3.735047,0.188445 -0.066291 0.732931 0.650312,-5.702151 -2.935969 3.553324,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.129074 0.097799 -0.888725 -0.428885,1.649564 3.362711 6.710676,-0.1308 0.124913 -0.767271 -0.615292,-3.847616 4.191834 4.161795,NaN NaN NaN NaN,NaN NaN NaN,-0.174735 0.722667 0.175284 0.645365,-9.651109 0.658745 -0.909359,0.671522 -0.389981 -0.564068 -0.280713,-9.628412 0.561193 -2.013435,0.018637 0.52609 0.540025 0.6567,-6.554609 5.817728 4.397673,-0.011757 -0.733331 -0.061217 0.677008,9.731523 0.49442 -0.69297,-0.545269 -0.536556 -0.466318 0.444226,9.735162 0.139375 -1.875148,0.479376 0.280211 -0.823636 -0.115339,-7.09851 -5.545619 3.774879
0.684221 0.086375 0.097197 0.717589,0.172778 10.105145 0.001701,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.472377 -0.40105 -0.581768 0.526845,9.57367 1.038115 2.682386,NaN NaN NaN NaN,NaN NaN NaN,-0.04306 0.108133 0.649143 0.751709,-0.358035 0.920734 9.640964,NaN NaN NaN NaN,NaN NaN NaN,-0.303706 0.613295 -0.565335 0.460465,0.796527 -6.475249 2.642462,0.206234 -0.091379 0.727919 0.647496,-4.139052 -2.930036 3.216889,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.144668 0.116918 -0.893199 -0.409386,0.907786 1.36798 6.566449,-0.153736 0.139252 -0.769627 -0.603862,-2.706124 4.198093 3.849167,NaN NaN NaN NaN,NaN NaN NaN,-0.176171 0.722456 0.175344 0.645195,-9.813489 0.701077 -1.034431,0.672018 -0.389976 -0.563821 -0.280029,-9.622462 0.635736 -2.039322,0.018427 0.526095 0.540045 0.656685,-6.569996 5.828566 4.380407,-0.011143 -0.733475 -0.059557 0.677011,9.792454 1.049269 -0.69164,-0.545067 -0.537212 -0.465767 0.444259,9.790534 0.211725 -1.94651,0.479413 0.280181 -0.823635 -0.115272,-7.096116 -5.531296 3.800309
0.68281 0.086791 0.097895 0.718787,-0.088328 10.049331 0.387034,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.473487 -0.3991 -0.582643 0.526362,9.785339 0.430953 2.300135,NaN NaN NaN NaN,NaN NaN NaN,-0.044375 0.108172 0.649326 0.751469,-0.39715 0.535957 9.47032,NaN NaN NaN NaN,NaN NaN NaN,-0.280268 0.630358 -0.557955 0.461286,0.211654 -7.794442 1.885842,0.222783 -0.115138 0.721453 0.645458,-3.055606 -1.112897 4.505498,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.161945 0.133916 -0.897324 -0.388135,1.374263 0.434487 5.724454,-0.174797 0.154373 -0.772 -0.591297,-2.637828 3.719409 4.399502,NaN NaN NaN NaN,NaN NaN NaN,-0.177785 0.722245 0.175548 0.644933,-9.839988 0.450839 -0.932226,0.672492 -0.389935 -0.56361 -0.279373,-9.6055 0.616156 -2.039019,0.018283 0.52612 0.539988 0.656716,-6.590161 5.82151 4.352822,-0.010963 -0.733597 -0.057942 0.677021,9.914587 1.421378 -0.704203,-0.545222 -0.537321 -0.465799 0.443904,9.765332 0.232015 -1.818553,0.479512 0.280189 -0.823573 -0.11528,-7.083868 -5.542205 3.786462
0.681554 0.087021 0.098369 0.719885,-0.197943 9.741428 0.495263,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.47401 -0.395783 -0.584621 0.526202,9.364446 -0.923059 2.386251,NaN NaN NaN NaN,NaN NaN NaN,-0.045847 0.10919 0.6493 0.751256,-0.818871 0.645427 9.638796,NaN NaN NaN NaN,NaN NaN NaN,-0.255527 0.644809 -0.553283 0.461309,0.18964 -7.556578 -0.149568,0.236245 -0.140909 0.712687 0.645299,-2.606198 -0.481536 4.700259,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.175958 0.150823 -0.901416 -0.365704,2.575135 0.439739 4.919723,-0.195232 0.169924 -0.774163 -0.577652,-2.036766 3.43991 4.522814,NaN NaN NaN NaN,NaN NaN NaN,-0.179397 0.722106 0.17583 0.644564,-9.690273 0.133603 -0.900473,0.672906 -0.389968 -0.563371 -0.27881,-9.47178 0.649202 -1.941648,0.018104 0.526089 0.539956 0.656772,-6.579635 5.86614 4.327588,-0.011786 -0.733603 -0.057239 0.677061,9.758403 1.408383 -0.714603,-0.545608 -0.537177 -0.466114 0.443274,9.687644 0.206366 -1.578484,0.47953 0.280271 -0.82354 -0.115244,-7.11817 -5.563555 3.732602
0.680681 0.087219 0.09871 0.720641,-0.083439 9.378927 0.518003,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.474177 -0.397925 -0.582771 0.526487,9.496472 -1.751011 2.74135,NaN NaN NaN NaN,NaN NaN NaN,-0.047597 0.110599 0.649159 0.751063,-1.086746 0.966205 9.609857,NaN NaN NaN NaN,NaN NaN NaN,-0.224625 0.654135 -0.556664 0.460191,-0.81573 -5.296791 0.081868,0.248191 -0.167573 0.702427 0.645691,-2.076656 -0.811987 3.767151,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.18543 0.168734 -0.90538 -0.342682,3.290115 0.878298 5.202314,-0.213905 0.186286 -0.775987 -0.563371,-1.247035 2.632244 3.762328,NaN NaN NaN NaN,NaN NaN NaN,-0.180742 0.722044 0.175922 0.644233,-9.672847 -0.047387 -1.033313,0.673317 -0.390098 -0.563056 -0.278274,-9.505199 0.66969 -2.049109,0.017985 0.526029 0.539884 0.656883,-6.614446 5.781692 4.380972,-0.01304 -0.73373 -0.057145 0.676908,9.576199 0.995435 -0.727945,-0.545883 -0.537252 -0.466131 0.442824,9.715858 0.203981 -1.418486,0.479545 0.280266 -0.823531 -0.115257,-7.1074 -5.642418 3.721679
0.680238 0.087424 0.098898 0.721008,0.040096 9.463838 0.747217,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.470676 -0.404717 -0.577721 0.530007,9.998256 -0.993914 2.039601,NaN NaN NaN NaN,NaN NaN NaN,-0.04979 0.11218 0.648914 0.750898,-1.192035 0.934432 9.495157,NaN NaN NaN NaN,NaN NaN NaN,-0.194262 0.66407 -0.560522 0.45507,-1.852396 -3.696661 1.694377,0.25959 -0.193026 0.691412 0.64599,-0.807988 -1.866203 1.634046,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.193023 0.187794 -0.908824 -0.318612,3.446703 0.680553 6.069044,-0.230358 0.202916 -0.777683 -0.548606,-0.267575 1.893053 2.756343,NaN NaN NaN NaN,NaN NaN NaN,-0.181812 0.72197 0.175889 0.644024,-9.670836 -0.075265 -1.029184,0.673843 -0.389917 -0.562987 -0.277391,-9.513459 0.482197 -1.979027,0.017857 0.525981 0.539897 0.656914,-6.592765 5.789833 4.396506,-0.01426 -0.733884 -0.057119 0.676719,9.735454 0.761061 -0.809817,-0.546064 -0.537613 -0.465842 0.442467,9.77538 0.165544 -1.441627,0.479536 0.280209 -0.823555 -0.115263,-7.116201 -5.619956 3.727397
0.680326 0.087442 0.098769 0.72094,0.062356 9.68563 0.780497,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.466768 -0.410431 -0.573531 0.533606,9.632082 0.53915 1.923636,NaN NaN NaN NaN,NaN NaN NaN,-0.052483 0.114228 0.648451 0.750805,-1.399994 0.902513 9.343734,NaN NaN NaN NaN,NaN NaN NaN,-0.168241 0.678563 -0.558539 0.446409,-1.827219 -4.885555 1.738905,0.271244 -0.214554 0.679793 0.646741,-0.017041 -1.279311 1.161642,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.199621 0.206749 -0.911844 -0.293167,3.217525 -0.696733 6.719892,-0.245086 0.219067 -0.779654 -0.532993,0.38004 1.213963 2.477216,NaN NaN NaN NaN,NaN NaN NaN,-0.182532 0.721968 0.175654 0.643887,-9.787047 -0.153107 -1.051778,0.674212 -0.390282 -0.562515 -0.276938,-9.534876 0.498957 -2.009966,0.017792 0.525956 0.539832 0.65699,-6.583506 5.799152 4.372261,-0.015332 -0.734036 -0.057149 0.676528,9.76739 0.558455 -0.81065,-0.546152 -0.538104 -0.46541 0.442217,9.701409 0.088817 -1.617891,0.479473 0.280124 -0.823626 -0.115225,-7.10932 -5.593561 3.74745
0.680225 0.087366 0.09861 0.721067,-0.090289 10.051478 0.879735,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.466767 -0.412389 -0.571993 0.53375,9.491131 0.437349 1.899587,NaN NaN NaN NaN,NaN NaN NaN,-0.055554 0.11662 0.647766 0.750808,-1.827944 0.88035 9.34774,NaN NaN NaN NaN,NaN NaN NaN,-0.143638 0.693988 -0.554692 0.435965,-1.654659 -6.834959 0.169501,0.280782 -0.234979 0.666769 0.649126,0.422498 -0.453646 1.696342,NaN NaN NaN NaN,NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN,-0.204592 0.225168 -0.914267 -0.267504,2.45 -1.969114 6.717017,-0.259027 0.233964 -0.782311 -0.515903,0.916474 0.563096 2.721935,NaN NaN NaN NaN,NaN NaN NaN,-0.18272 0.722106 0.175063 0.64384,-9.758582 -0.140616 -1.019659,0.674558 -0.390651 -0.562093 -0.276432,-9.457399 0.532822 -2.019903,0.017719 0.525912 0.53984 0.65702,-6.61599 5.80537 4.328746,-0.016411 -0.734108 -0.057249 0.676416,9.844243 0.442729 -0.711975,-0.546155 -0.538724 -0.464864 0.442032,9.689916 0.19898 -1.729611,0.479341 0.280024 -0.823738 -0.115216,-7.137375 -5.532287 3.721115
